id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2098,Luis Suárez,35,3150,40,35.83372590690851,16,13.27595966309309,137,56,6,0,F,Barcelona,37,32.11771584302187,44.87191915512085,9.114417737349868
2371,Cristiano Ronaldo,36,3186,35,35.588996052742004,11,8.606400065124035,227,51,3,0,F M,Real Madrid,29,28.899506971240044,40.81803520023823,9.863002741709352
2097,Lionel Messi,33,2726,26,27.101924054324627,16,15.871267452836037,158,77,3,0,F M S,Barcelona,23,21.899361960589886,41.996870920062065,15.196359729394317
2099,Neymar,34,3058,24,28.05050665140152,12,18.07445976138115,124,102,6,0,F M,Barcelona,19,22.847817689180374,52.409420877695084,22.22483409382403
2370,Karim Benzema,27,2001,24,20.72939209640026,7,5.572382178157568,98,42,1,0,F S,Real Madrid,24,20.72939209640026,27.387176036834717,5.697657959535718
2270,Antoine Griezmann,38,3066,22,16.043526930734515,5,6.480974394828081,92,53,5,0,F M S,Atletico Madrid,21,14.557100942358375,22.915721956640482,5.7390029560774565
2410,Aduriz,34,2777,20,20.721575282514095,6,4.221442902460694,93,33,9,0,F S,Athletic Club,17,17.00517814606428,18.229839086532593,2.5278680101037025
2150,Rubén Castro,38,3382,19,18.22530256025493,4,2.6863455325365067,103,31,3,0,F,Real Betis,16,15.252191936597228,14.752729030326009,2.0673300977796316
2251,Gareth Bale,23,1743,19,10.658586606383324,10,9.023390755057335,81,50,2,0,F M S,Real Madrid,19,10.658586606383324,22.583051435649395,8.625538498163223
1701,Borja Bastón,36,2580,18,18.541699793189764,3,2.7201964668929577,93,18,3,0,F S,Eibar,15,16.31186119839549,17.243660908192396,3.074555892497301
1700,Lucas Pérez,36,3148,17,18.488891627639532,8,7.258306506089866,100,72,3,0,F M S,Deportivo La Coruna,16,17.745613906532526,25.757506109774113,4.7512894086539745
2082,Youssef El-Arabi,35,2515,16,13.09731903579086,2,5.140718791633844,70,23,3,0,F S,Granada,9,7.894500940106809,11.529723188839853,1.6154411053285003
2442,Kevin Gameiro,31,2083,16,18.921519748866558,4,5.846107162535191,72,24,2,0,F S,Sevilla,12,15.205260820686817,19.634935254231095,2.8943531941622496
2290,Iago Aspas,35,2682,14,13.668680176138878,4,5.091343471780419,80,49,8,0,F M S,Celta Vigo,13,12.92540518939495,22.06582686677575,6.506561886519194
2380,Paco Alcácer,34,2416,13,13.271326469257474,6,6.132374605163932,61,33,2,0,F S,Valencia,11,11.041495369747281,17.202766379341483,1.6027737883850932
2535,Imanol Agirretxe,16,1178,13,9.856062479317188,0,0.4296363051980734,46,3,0,0,F M S,Real Sociedad,13,9.856062479317188,9.710278033278883,1.7055202843621373
1732,Nolito,29,2473,12,8.688584979623556,7,7.386070318520069,81,60,9,0,F M S,Celta Vigo,11,7.202029816806316,17.687699623405933,8.310332233086228
2167,Javi Guerra,30,2094,12,11.420193791389465,0,1.6492960965260863,72,19,8,0,F S,Rayo Vallecano,12,11.420193791389465,10.85963375121355,1.3175125252455473
2306,Cédric Bakambu,34,1864,12,10.21324709057808,3,2.038174302317202,49,12,4,0,F S,Villarreal,12,10.21324709057808,12.560597471892834,2.372393488883972
2339,Charles,35,3010,12,11.038667054846883,3,4.023322744295001,84,36,12,0,F S,Malaga,11,10.295392068102956,12.923112150281668,2.5798657620325685
2217,Antonio Sanabria,29,2269,11,11.98635072633624,1,1.4717627931386232,50,12,4,0,F S,Sporting Gijon,10,11.24307320639491,11.980265088379383,1.5932864230126143
