id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1230,Fabio Quagliarella,37,3224,26,23.931939975358546,8,4.579970024526119,140,37,1,0,F,Sampdoria,17,16.319021896459162,20.194036974571645,3.6636939216405153
1148,Duván Zapata,37,2908,23,20.487084690481424,7,10.126573071815073,118,65,5,0,F S,Atalanta,22,18.964484695345163,30.310310785658658,7.800470231100917
7090,Krzysztof Piatek,37,2974,22,17.768344588577747,0,3.065560416318476,119,29,5,0,F S,"AC Milan,Genoa",20,16.245789639651775,19.64754632115364,4.017013972625136
2371,Cristiano Ronaldo,31,2692,21,23.324054691940546,8,5.193874748423696,175,48,3,0,F M S,Juventus,16,18.756297651678324,21.854163620620966,7.177340604364872
1583,Arkadiusz Milik,35,2403,17,14.078374031931162,3,3.235570015385747,111,37,4,0,F S,Napoli,17,14.078374031931162,19.81095814704895,5.698175901547074
1104,Leonardo Pavoletti,32,2748,16,12.384326819330454,1,1.5758441193029284,85,24,6,0,F S,Cagliari,16,12.384326819330454,10.769815733656287,2.6143847163766623
1384,Dries Mertens,35,2245,16,12.37578778527677,11,9.394879231229424,89,70,1,0,F S,Napoli,15,11.61448916979134,24.52984611131251,8.040113627910614
1493,Andrea Petagna,36,3060,16,14.781552504748106,1,2.010345666203648,90,28,8,0,F S,SPAL 2013,10,10.213956706225872,10.56121488660574,2.678129244595766
6980,Francesco Caputo,38,3420,16,18.357625110074878,3,5.17600757535547,96,45,3,0,F,Empoli,13,13.78989796154201,21.86473025381565,6.738053431734443
1186,Andrea Belotti,37,3304,15,17.00522129237652,3,4.3100587744265795,125,35,5,0,F,Torino,10,12.437676385045052,16.587280172854662,3.120272899977863
1209,Ciro Immobile,36,2862,15,16.130438826978207,6,6.479810206219554,124,55,6,0,F S,Lazio,11,13.085286818444729,24.194292444735765,8.138659774325788
1426,Josip Ilicic,31,2156,12,10.765154892578721,7,7.920558905228972,101,65,5,1,F M S,Atalanta,12,10.003855811432004,24.519815042614937,11.476230746135116
1252,Stephan El Shaarawy,28,2115,11,8.618938097730279,3,5.50236134044826,70,37,2,0,F M S,Roma,11,8.618938097730279,17.3806712962687,5.880335396155715
1468,Gregoire Defrel,36,2339,11,8.62979091051966,3,3.1572981104254723,47,25,2,0,F M S,Sampdoria,11,8.62979091051966,17.140589024871588,6.410521248355508
1513,Mauro Icardi,29,2266,11,15.226497158408165,4,3.9040679335594177,74,34,0,0,F S,Inter,6,10.658860988914967,15.77519129961729,2.4658669782802463
1943,Gervinho,30,2312,11,7.671815723180771,2,4.0188678205013275,44,22,3,0,F S,Parma Calcio 1913,11,7.671815723180771,13.207351669669151,3.999035181477666
1393,Lorenzo Insigne,28,2081,10,10.424117034301162,6,5.122349290177226,120,64,6,1,F M S,Napoli,9,8.901560058817267,19.24692364782095,7.50332959368825
