id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2097,Lionel Messi,36,2995,34,28.946291390806437,12,15.100405801087618,196,87,3,0,F M S,Barcelona,32,25.973176393657923,48.18063086271286,21.63439449854195
2371,Cristiano Ronaldo,27,2304,26,26.999309986829758,5,5.524839024990797,178,40,1,0,F,Real Madrid,23,24.026196867227554,31.62383684515953,9.471848987042904
2098,Luis Suárez,33,2902,25,25.36797896027565,12,11.144682643935084,121,56,9,0,F S,Barcelona,24,24.624704957008362,38.56682434864342,8.494499390944839
2290,Iago Aspas,34,2939,22,17.546523582190275,5,8.858793137595057,94,67,9,0,F M S,Celta Vigo,20,15.317330490797758,31.42611799389124,11.639251209795475
1709,Cristhian Stuani,33,2728,21,18.785554103553295,0,0.957874481100589,73,12,8,0,F S,Girona,16,15.069159049540758,11.786210827063769,1.4602142125368118
2270,Antoine Griezmann,32,2532,19,14.592844747006893,9,5.752699899487197,72,43,7,1,F M S,Atletico Madrid,17,13.106297507882118,21.75496096909046,5.343912184238434
6124,Maxi Gómez,36,3084,17,16.014192320406437,4,4.2972936518490314,83,23,12,0,F S,Celta Vigo,17,16.014192320406437,22.774309907108545,4.923011703416705
2120,Gerard Moreno,38,3413,16,15.84595245309174,1,4.254492288921028,105,44,4,0,F M,Espanyol,15,14.359533490613103,19.692108819261193,5.460851146839559
2251,Gareth Bale,26,1803,16,12.18246204406023,2,5.8870493564754725,76,41,5,0,F M S,Real Madrid,15,11.43918902426958,19.837879944592714,6.233250800520182
2381,Rodrigo,37,2699,16,14.549195786938071,4,3.908317405730486,92,34,4,0,F S,Valencia,15,13.805918795987964,20.0684145539999,5.152240017428994
1125,Carlos Bacca,35,2513,15,14.397431110963225,6,5.562116879969835,73,30,8,0,F S,Villarreal,14,13.654153300449252,20.904750876128674,4.958872174844146
2361,Willian José,34,2789,15,11.709622230380774,4,4.993508949875832,89,40,4,0,F S,Real Sociedad,12,8.73663816973567,14.918086409568787,4.795238073915243
1642,Simone Zaza,33,2082,13,10.359604505822062,1,2.3537987545132637,72,15,8,1,F S,Valencia,13,10.359604505822062,13.20799507945776,2.728496480733156
4136,Ángel,33,2304,13,10.469764554873109,2,4.419212125241756,68,18,7,0,F S,Getafe,13,9.726486528292298,13.114171270281076,2.169402616098523
2234,Mikel Oyarzabal,35,2788,12,8.98803398758173,5,5.492831699550152,64,42,3,0,F M S,Real Sociedad,12,8.98803398758173,16.703873919323087,6.047402979806066
2384,Santi Mina,32,1548,12,8.923802714794874,2,2.041029918938875,43,10,3,0,F S,Valencia,11,8.180525701493025,10.492056138813496,2.4853996839374304
5095,Sergio León,31,1984,11,10.064538015052676,1,1.179199174977839,65,10,5,0,F M S,Real Betis,11,9.32126103155315,11.084632508456707,1.51486543007195
6118,Portu,37,3016,11,8.18498558178544,5,6.591415591537952,52,39,4,0,F M S,Girona,11,8.18498558178544,14.57052250020206,3.188091730698943
2106,Munir,33,2459,10,9.699638647958636,6,4.519894137978554,62,42,7,1,F S,Alaves,10,9.699638647958636,12.660594698041677,1.7050500232726336
2186,Morales,35,3070,10,9.57694691978395,8,7.461080899462104,61,46,6,1,F M,Levante,7,7.34724229387939,14.592306667938828,3.4097301280125976
2400,Raúl García,34,2645,10,10.262931356206536,1,3.491834871470928,80,23,10,0,F M S,Athletic Club,7,8.033098304644227,11.723064766265452,4.553347911685705
1672,Jonathan Calleri,37,3112,9,13.241059372201562,3,2.9048602040857077,99,27,7,0,F S,Las Palmas,4,9.524800950661302,10.36804828979075,2.5199098018929362
2305,Adrián,30,2347,9,7.871933374553919,5,5.8141610492020845,60,34,1,0,F M S,Deportivo La Coruna,9,7.871933374553919,12.504990616813302,3.703460121527314
2306,Cédric Bakambu,15,1277,9,6.64107002876699,0,1.3005484715104103,31,15,5,0,F,Villarreal,8,5.897920032963157,7.358360793441534,1.0280908085405827
2410,Aduriz,33,2137,9,11.442093497142196,1,1.5712409801781178,62,11,5,0,F S,Athletic Club,6,7.725838406011462,8.600986825302243,1.028168011456728
3210,Wissam Ben Yedder,25,1701,9,12.729272723197937,3,2.186676717363298,50,28,1,1,F S,Sevilla,9,12.729272723197937,16.333658606745303,2.5258404724299908
4442,Paulinho,34,1932,9,11.174661604687572,2,2.7728103697299957,45,13,2,0,M S,Barcelona,9,11.174661604687572,22.3264680840075,11.327867018058896
6217,Enis Bardhi,26,1571,9,3.2291528917849064,1,0.9133770987391472,37,23,9,0,M S,Levante,9,3.2291528917849064,6.351053721271455,4.360236583277583
488,Philippe Coutinho,18,1311,8,3.84686841070652,5,3.9710645526647568,37,29,1,0,F M S,Barcelona,8,3.84686841070652,11.748285785317421,6.26036911457777
690,Loïc Remy,23,1217,8,5.691926643252373,0,0.12163770012557507,42,5,3,1,F M S,"Getafe,Las Palmas",7,4.948650702834129,5.97556159645319,1.8602699283510447
897,Juanmi,30,1490,8,5.579086425714195,2,1.0911628808826208,37,9,3,0,F M S,Real Sociedad,8,5.579086425714195,6.438392062671483,1.9055835930630565
1700,Lucas Pérez,35,2797,8,9.463290080428123,6,9.899320866912603,54,78,3,0,F M S,Deportivo La Coruna,5,6.490175008773804,15.133041936904192,6.195289243012667
2217,Antonio Sanabria,17,845,8,5.336009012535214,0,0.1509517002850771,24,4,0,0,F S,Real Betis,8,5.336009012535214,6.169709380716085,1.1561342142522335
2275,Ángel Correa,37,2272,8,6.359495829790831,4,3.0755401626229286,46,29,4,1,F M S,Atletico Madrid,8,6.359495829790831,14.511833248659968,5.5741107650101185
2304,Leo Baptistao,36,2690,8,10.756066225469112,3,2.363294094800949,79,25,4,0,F M S,Espanyol,8,10.756066225469112,14.095807181671262,2.690896615386009
2339,Charles,30,1577,8,8.053780967369676,1,1.9887058921158314,45,17,5,1,F S,Eibar,7,7.310501927509904,8.979860108345747,2.095284080132842
5074,Kike García,35,2471,8,9.741201370023191,1,0.7081012120470405,70,15,5,0,F S,Eibar,8,9.741201370023191,9.76291174814105,1.7456754986196756
1229,Luis Muriel,29,1603,7,8.30511811748147,1,2.1174252070486546,58,19,4,0,F M S,Sevilla,7,8.30511811748147,10.512642335146666,1.4974639927968383
2155,Jorge Molina,36,2799,7,14.992222279310226,4,3.4692790247499943,64,34,10,0,F S,Getafe,4,10.532554484903812,13.092447068542242,2.2813562117516994
2232,Asier Illarramendi,36,3165,7,3.203260311856866,5,2.628949205391109,35,34,9,1,M S,Real Sociedad,7,3.203260311856866,15.472744815051556,12.70658440887928
2255,Isco,30,1781,7,6.015413727611303,7,6.122837770730257,49,48,1,0,F M S,Real Madrid,7,6.015413727611303,20.547122050076723,12.307894717901945
2378,Daniel Parejo,34,3005,7,6.568819478154182,7,5.847736889496446,45,69,15,1,M,Valencia,1,2.109925715252757,13.467401446774602,11.953078193590045
2399,Iñaki Williams,38,2848,7,10.084132442250848,6,5.543919174000621,74,33,3,0,F M S,Athletic Club,7,10.084132442250848,15.537456013262272,2.156673088669777
2442,Kevin Gameiro,25,1115,7,5.253570985049009,2,1.496837317943573,20,9,0,0,F S,Atletico Madrid,5,3.767015676945448,5.971496663987637,1.5021010097116232
2491,Ibai Gómez,34,2330,7,4.678506854921579,6,5.418919583782554,54,39,1,0,M S,Alaves,6,3.9352248944342136,9.004192780703306,3.411826331168413
6528,Loren Morón,15,1064,7,4.627655562013388,0,1.0245117098093033,29,7,3,0,F S,Real Betis,7,4.627655562013388,6.122438084334135,1.0164764076471329
