id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1741,Zlatan Ibrahimovic,31,2553,38,28.366293840110302,13,9.098248215392232,155,46,1,0,F S,Paris Saint Germain,33,23.80572383850813,36.009237848222256,11.613952815532684
3277,Alexandre Lacazette,34,2969,21,21.03517147526145,3,4.387998993508518,95,44,5,0,F,Lyon,19,18.754890482872725,25.341843897476792,8.528735410422087
3294,Edinson Cavani,32,2302,19,19.37659602239728,5,3.127685049548745,86,24,3,0,F S,Paris Saint Germain,19,18.616505909711123,25.40061841905117,8.246317937970161
1678,Michy Batshuayi,36,2941,17,18.575713546946645,9,3.3595924992114305,122,27,8,0,F S,Marseille,15,17.05552356131375,21.578563891351223,4.369812227785587
3210,Wissam Ben Yedder,35,2907,17,17.165925454348326,5,3.8328079264611006,93,31,2,0,F M S,Toulouse,15,13.365449082106352,17.15354303829372,3.204858696088195
3638,Hatem Ben Arfa,34,2855,17,10.822954665869474,6,4.824299494735897,92,33,2,0,F M S,Nice,12,7.0224867425858974,15.124899607151747,7.116723198443651
3309,Valère Germain,38,3139,14,11.03633053228259,6,4.285875805653632,62,45,3,0,F M S,Nice,14,11.03633053228259,18.63727980107069,6.413173811510205
3570,Benjamin Moukandjo,31,2235,13,11.171715375967324,1,1.6290621906518936,57,20,3,0,F M S,Lorient,8,7.3712452640756965,8.59628326445818,1.7494662189856172
3226,Ousmane Dembélé,26,1939,12,6.853707376867533,5,3.824221907183528,56,43,1,0,F M S,Rennes,11,6.093612376600504,9.742546487599611,1.6356063820421696
3530,Andy Delort,36,3142,12,15.975433368235826,2,4.0968754747882485,141,38,5,0,F S,Caen,8,12.174956496804953,15.71781761571765,2.841090876609087
1734,Sofiane Boufal,29,2351,11,4.825139947235584,4,8.330865409225225,50,72,10,2,F M S,Lille,9,3.3049499467015266,11.38883313536644,4.476607704535127
3211,Martin Braithwaite,36,2942,11,15.924125578254461,0,3.1082921344786882,108,25,1,0,F M S,Toulouse,9,13.643837537616491,17.41728964075446,2.988261418417096
3461,Majeed Waris,21,1659,11,9.397259816527367,3,1.9309377083554864,55,20,1,1,F S,Lorient,9,7.877069838345051,11.071754161268473,2.9659948870539665
