id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1513,Mauro Icardi,36,2897,22,20.040542796254158,6,4.607649822719395,121,34,4,0,F S,Inter,18,16.23405071347952,23.242992505431175,4.910615417174995
1955,Luca Toni,38,3228,22,21.204779289662838,2,2.914252175949514,125,27,3,0,F S,Verona,18,16.636978156864643,18.81055624037981,3.106043342500925
3848,Carlos Tévez,32,2594,20,13.372143227607012,7,5.016579000279307,114,61,6,0,F M S,Juventus,18,10.327029217034578,20.00764187425375,8.907538089901209
1293,Gonzalo Higuaín,37,2786,18,21.097405649721622,7,4.082174202427268,113,49,5,0,F S,Napoli,15,15.768323302268982,22.71159227192402,4.917352854274213
2014,Jérémy Menez,33,2713,16,10.936866567470133,4,4.379691304638982,78,46,3,1,F M S,AC Milan,8,4.846598451025784,13.755920260213315,6.88968809787184
1383,Manolo Gabbiadini,33,1837,15,6.8005421962589025,3,4.417000730521977,87,32,5,0,F M S,"Napoli,Sampdoria",15,6.8005421962589025,10.32979589048773,3.1925900196656585
1612,Domenico Berardi,32,2700,15,12.3686048919335,10,5.605741148814559,95,48,13,1,F,Sassuolo,9,7.039556062780321,14.382551290094852,5.761788988485932
1888,Antonio Di Natale,33,2388,14,7.981885898858309,7,5.763603864237666,76,58,4,0,F S,Udinese,13,7.220591861754656,10.204473227262497,0.9013023171573877
1185,Iago Falque,32,2369,13,9.25128051918,3,4.478685561567545,62,48,6,0,F M S,Genoa,11,7.728682520799339,15.056411395780742,5.329732967540622
1230,Fabio Quagliarella,34,2810,13,12.637390909716487,4,5.061527641490102,124,37,3,0,F M S,Torino,10,10.35349884442985,14.621725354343653,1.977236513979733
1294,Paulo Dybala,34,2972,13,16.08828773908317,10,5.279360801912844,117,58,3,0,F,Palermo,10,13.804468719288707,21.396773502230644,7.618318185210228
1878,Miroslav Klose,34,1828,13,11.33358334377408,6,4.19574118591845,38,22,5,0,F S,Lazio,13,11.33358334377408,16.79562074318528,3.6978938542306423
1382,José Callejón,38,2974,11,10.127574145793915,3,6.018204759806395,84,58,1,0,M S,Napoli,11,10.127574145793915,23.40730392932892,10.030321275815368
1642,Simone Zaza,31,2597,11,10.174191014841199,2,1.856889957562089,77,14,11,0,F S,Sassuolo,10,8.651592062786222,11.206031959503889,1.6126217059791088
1147,Cyril Théréau,37,2476,10,6.998361434787512,0,1.658774091862142,50,24,3,0,F M S,Udinese,10,6.998361434787512,11.675085235387087,4.88595524802804
1207,Marco Parolo,34,3009,10,5.637844417244196,2,1.7709353845566511,65,30,9,1,M,Lazio,10,5.637844417244196,12.886942479759455,7.551660786382854
1208,Felipe Anderson,32,2095,10,6.354086707346141,7,8.058049659244716,65,35,5,0,F M S,Lazio,10,6.354086707346141,20.190941440872848,8.095050036907196
1315,Massimo Maccarone,34,2507,10,8.975993259809911,7,7.552497444674373,87,50,4,0,F S,Empoli,9,8.21469424571842,14.702127551659942,3.1062757279723883
1517,Antonio Candreva,34,2656,10,10.514121558517218,9,8.076550832018256,117,58,6,0,F M S,Lazio,8,8.230271022766829,18.707102028653026,7.2503051571547985
1836,Franco Vázquez,37,3231,10,9.11793259344995,10,9.239039355888963,99,68,7,0,F M,Palermo,9,7.5953348856419325,24.59312302991748,13.665070115588605
716,Alberto Paloschi,37,2642,9,9.923600787296891,3,2.1521521750837564,79,26,2,0,F S,Chievo,9,9.1623027715832,9.964204790070653,1.4591962033882737
1101,Luca Rigoni,31,2704,9,5.997138403356075,1,1.8997532706707716,30,23,11,0,M,Palermo,9,5.997138403356075,10.24775566905737,4.148250003345311
1188,Maxi López,31,1573,9,9.392869564704597,2,1.8227794505655766,52,20,3,0,F S,"Chievo,Torino",9,9.392869564704597,10.834514673799276,1.9675158020108938
1468,Gregoire Defrel,34,2708,9,4.011270671151578,5,3.6241967417299747,56,41,7,0,D F M S,Cesena,9,4.011270671151578,9.588392364792526,2.8573166746646166
1494,Mauricio Pinilla,26,1648,9,8.122712756507099,2,1.7165912864729762,65,13,8,1,F S,"Atalanta,Genoa",8,6.600109840743244,7.15805022418499,1.951383002102375
1514,Éder,30,2373,9,7.370074087753892,4,4.413827503100038,83,34,5,0,F M S,Sampdoria,8,6.608775058761239,10.31398493796587,2.996403867378831
