id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
541623,55,SavedShot,0.9109999847412109,0.49,0.035675663501024246,Jake O&#039;Brien,a,12014,FromCorner,2023,Head,23432,Reims,Lyon,2,0,2023-10-01 11:00:00,Maxence Caqueret,Aerial
549068,43,MissedShots,0.965,0.5940000152587891,0.08335984498262405,Jake O&#039;Brien,a,12014,FromCorner,2023,LeftFoot,23470,Rennes,Lyon,0,1,2023-11-12 16:05:00,,BallTouch
549072,66,Goal,0.9680000305175781,0.5179999923706055,0.5380968451499939,Jake O&#039;Brien,a,12014,FromCorner,2023,Head,23470,Rennes,Lyon,0,1,2023-11-12 16:05:00,,None
551202,14,Goal,0.9619999694824218,0.48400001525878905,0.5083041787147522,Jake O&#039;Brien,a,12014,FromCorner,2023,RightFoot,23493,Lens,Lyon,3,2,2023-12-02 16:00:00,Ernest Nuamah,Cross
551206,31,SavedShot,0.860999984741211,0.5029999923706054,0.016327982768416405,Jake O&#039;Brien,a,12014,OpenPlay,2023,Head,23493,Lens,Lyon,3,2,2023-12-02 16:00:00,Nicolás Tagliafico,Aerial
551220,71,Goal,0.965999984741211,0.5259999847412109,0.6302843689918518,Jake O&#039;Brien,a,12014,FromCorner,2023,RightFoot,23493,Lens,Lyon,3,2,2023-12-02 16:00:00,,None
553592,24,MissedShots,0.93,0.5379999923706055,0.11462699621915817,Jake O&#039;Brien,h,12014,FromCorner,2023,Head,23501,Lyon,Toulouse,3,0,2023-12-10 16:05:00,Mathis Cherki,Cross
559632,53,SavedShot,0.9119999694824219,0.4620000076293945,0.03980439528822899,Jake O&#039;Brien,h,12014,FromCorner,2023,Head,23537,Lyon,Rennes,2,3,2024-01-26 20:00:00,Henrique,Aerial
563126,81,SavedShot,0.9180000305175782,0.49700000762939456,0.06717773526906967,Jake O&#039;Brien,a,12014,FromCorner,2023,LeftFoot,23556,Montpellier,Lyon,1,2,2024-02-11 16:05:00,,Aerial
567486,78,BlockedShot,0.955,0.5359999847412109,0.08257568627595901,Jake O&#039;Brien,h,12014,FromCorner,2023,Head,23581,Lyon,Lens,0,3,2024-03-03 19:45:00,Mathis Cherki,Aerial
567489,83,MissedShots,0.9540000152587891,0.5129999923706055,0.10102305561304092,Jake O&#039;Brien,h,12014,SetPiece,2023,Head,23581,Lyon,Lens,0,3,2024-03-03 19:45:00,Mathis Cherki,Aerial
569186,3,BlockedShot,0.9459999847412109,0.4370000076293945,0.07683699578046799,Jake O&#039;Brien,a,12014,FromCorner,2023,OtherBodyPart,23597,Toulouse,Lyon,2,3,2024-03-15 20:00:00,Ernest Nuamah,Cross
569212,80,Goal,0.95,0.524000015258789,0.0814736932516098,Jake O&#039;Brien,a,12014,FromCorner,2023,Head,23597,Toulouse,Lyon,2,3,2024-03-15 20:00:00,Mathis Cherki,Aerial
571068,44,MissedShots,0.9080000305175782,0.505,0.12848831713199615,Jake O&#039;Brien,h,12014,FromCorner,2023,RightFoot,23609,Lyon,Reims,1,1,2024-03-30 20:00:00,Ainsley Maitland-Niles,Rebound
571085,69,MissedShots,0.960999984741211,0.56,0.5213887691497803,Jake O&#039;Brien,h,12014,SetPiece,2023,Head,23609,Lyon,Reims,1,1,2024-03-30 20:00:00,Duje Caleta-Car,Chipped
575857,21,MissedShots,0.884000015258789,0.45799999237060546,0.03576551750302315,Jake O&#039;Brien,a,12014,FromCorner,2023,OtherBodyPart,23632,Paris Saint Germain,Lyon,4,1,2024-04-21 19:00:00,Mathis Cherki,Cross
575878,62,MissedShots,0.9080000305175782,0.48400001525878905,0.03210290148854256,Jake O&#039;Brien,a,12014,FromCorner,2023,Head,23632,Paris Saint Germain,Lyon,4,1,2024-04-21 19:00:00,Clinton Mata,Aerial
582752,17,MissedShots,0.9059999847412109,0.5659999847412109,0.06685145944356918,Jake O&#039;Brien,h,12014,FromCorner,2023,Head,23671,Lyon,Strasbourg,2,1,2024-05-19 19:00:00,Clinton Mata,Cross
619540,76,Goal,0.9309999847412109,0.43200000762939456,0.27150675654411316,Jake O&#039;Brien,a,12014,OpenPlay,2024,Head,26862,Brentford,Everton,1,1,2025-02-26 19:30:00,Vitalii Mykolenko,Cross
622617,32,SavedShot,0.7769999694824219,0.3060000038146973,0.01994646154344082,Jake O&#039;Brien,h,12014,OpenPlay,2024,RightFoot,26885,Everton,West Ham,1,1,2025-03-15 15:00:00,Carlos Alcaraz,Pass
622627,90,Goal,0.9680000305175781,0.49,0.5505377054214478,Jake O&#039;Brien,h,12014,FromCorner,2024,Head,26885,Everton,West Ham,1,1,2025-03-15 15:00:00,Idrissa Gueye,Chipped
625425,37,MissedShots,0.9259999847412109,0.509000015258789,0.26805856823921204,Jake O&#039;Brien,h,12014,FromCorner,2024,Head,26905,Everton,Arsenal,1,1,2025-04-05 11:30:00,Jack Harrison,Aerial
627201,68,BlockedShot,0.9019999694824219,0.36400001525878906,0.060623448342084885,Jake O&#039;Brien,a,12014,FromCorner,2024,RightFoot,26920,Nottingham Forest,Everton,0,1,2025-04-12 14:00:00,,None
634858,51,BlockedShot,0.919000015258789,0.49900001525878906,0.04929879307746887,Jake O&#039;Brien,h,12014,FromCorner,2024,Head,26968,Everton,Southampton,2,0,2025-05-18 11:00:00,,Aerial
638394,76,MissedShots,0.955999984741211,0.455,0.07649127393960953,Jake O&#039;Brien,a,12014,FromCorner,2025,Head,28787,Leeds,Everton,1,0,2025-08-18 19:00:00,Kiernan Dewsbury-Hall,Aerial
640258,75,MissedShots,0.9119999694824219,0.5120000076293946,0.053000710904598236,Jake O&#039;Brien,a,12014,SetPiece,2025,Head,28800,Wolverhampton Wanderers,Everton,2,3,2025-08-30 14:00:00,Kiernan Dewsbury-Hall,Aerial
641730,61,BlockedShot,0.8590000152587891,0.3290000152587891,0.047719068825244904,Jake O&#039;Brien,h,12014,OpenPlay,2025,RightFoot,28812,Everton,Aston Villa,0,0,2025-09-13 14:00:00,,None
645729,47,BlockedShot,0.9359999847412109,0.33099998474121095,0.07636772096157074,Jake O&#039;Brien,h,12014,OpenPlay,2025,RightFoot,28837,Everton,West Ham,1,1,2025-09-29 19:00:00,,None
646629,47,SavedShot,0.9330000305175781,0.43,0.05188749358057976,Jake O&#039;Brien,h,12014,SetPiece,2025,Head,28843,Everton,Crystal Palace,2,1,2025-10-05 13:00:00,James Garner,Aerial
656118,12,BlockedShot,0.879000015258789,0.595999984741211,0.08235897123813629,Jake O&#039;Brien,a,12014,OpenPlay,2025,RightFoot,28908,Bournemouth,Everton,0,1,2025-12-02 19:30:00,Thierno Barry,BallTouch
660223,95,SavedShot,0.8880000305175781,0.315,0.0165100134909153,Jake O&#039;Brien,a,12014,OpenPlay,2025,Head,28950,Burnley,Everton,0,0,2025-12-27 15:00:00,Vitalii Mykolenko,Chipped
666047,96,SavedShot,0.875,0.6,0.06146638095378876,Jake O&#039;Brien,a,12014,OpenPlay,2025,RightFoot,29010,Brighton,Everton,1,1,2026-01-31 15:00:00,,None
667299,7,ShotOnPost,0.9540000152587891,0.45,0.12287319451570511,Jake O&#039;Brien,a,12014,FromCorner,2025,Head,29022,Fulham,Everton,1,2,2026-02-07 15:00:00,James Garner,Cross
677864,90,BlockedShot,0.835,0.4370000076293945,0.059235960245132446,Jake O&#039;Brien,a,12014,OpenPlay,2025,RightFoot,29093,Brentford,Everton,2,2,2026-04-11 14:00:00,Iliman Ndiaye,Pass
683325,72,Goal,0.955999984741211,0.5429999923706055,0.07739853858947754,Jake O&#039;Brien,h,12014,FromCorner,2025,Head,29123,Everton,Manchester City,3,3,2026-05-04 19:00:00,James Garner,Aerial
