id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
647,Harry Kane,30,2295,33,28.775406184606254,5,7.104149831458926,114,39,1,0,F M S,Bayern Munich,23,20.43986242543906,33.26354093849659,10.498034562915564
10804,Deniz Undav,28,2171,19,19.039388295263052,5,5.001840129494667,123,34,5,0,F M S,VfB Stuttgart,19,18.281611677259207,29.772602021694183,9.196426364593208
1236,Patrik Schick,27,1915,16,18.436755415052176,3,3.1920390371233225,68,14,2,0,F M S,Bayer Leverkusen,12,15.405648674815893,18.601773001253605,3.6913263900205493
3738,Serhou Guirassy,32,2283,16,17.60221393033862,1,1.9295950140804052,76,20,3,0,F S,Borussia Dortmund,15,15.328883897513151,17.658207576721907,4.086482787504792
9948,Michael Olise,31,2282,15,11.411720653995872,19,17.044203309342265,101,79,8,0,M S,Bayern Munich,15,11.411720653995872,38.795316591858864,16.893669359385967
10408,Luis Díaz,31,2374,15,14.265275031328201,13,9.403148299083114,85,62,5,1,M S,Bayern Munich,15,14.265275031328201,34.684892036020756,14.674997428432107
956,Andrej Kramaric,33,2200,14,12.522658113390207,6,4.530489624477923,63,35,2,0,F M S,Hoffenheim,9,8.73377475515008,17.616755232214928,7.810636706650257
7422,Christoph Baumgartner,32,2721,13,17.91758392006159,8,3.6995533909648657,79,36,9,0,M S,RasenBallsport Leipzig,13,17.159807235002518,23.19971126690507,8.191378766670823
6496,Ermedin Demirovic,24,1417,12,8.564013302326202,3,2.179655436426401,40,17,4,0,F S,VfB Stuttgart,11,7.806236624717712,13.116320576518774,4.262308020144701
13013,Haris Tabakovic,31,2349,12,14.156363938003778,2,1.8832440096884966,65,16,4,0,F S,Borussia M.Gladbach,12,12.640810523182154,12.482548354193568,2.7063224110752344
13561,Yan Diomande,32,2423,12,7.3592615481466055,7,9.984105115756392,50,56,2,0,F M S,RasenBallsport Leipzig,12,7.3592615481466055,28.560306504368782,14.237687608227134
13911,Said El Mala,33,1882,12,12.142776297405362,4,4.186228644102812,73,20,4,0,F M S,FC Cologne,11,11.384999634698033,16.804778091609478,3.3356826342642307
82,Nadiem Amiri,25,2041,11,9.566903255879879,2,5.568888299167156,51,62,6,0,F M S,Mainz 05,3,3.5046898797154427,10.571385299786925,5.860426990315318
7108,Jonathan Burkardt,21,1325,11,11.55538347363472,1,0.6681167893111706,38,9,1,0,F S,Eintracht Frankfurt,9,10.039830058813095,11.83889077231288,2.8559511862695217
10113,Fisnik Asllani,32,2363,10,9.484395178034902,7,4.881033813580871,72,33,2,0,F M S,Hoffenheim,10,9.484395178034902,19.178665451705456,6.626940358430147
10734,Jens Stage,28,2399,10,5.9598789140582085,2,3.393434537574649,55,25,5,0,M,Werder Bremen,10,5.9598789140582085,12.337980289012194,5.621362116187811
12953,Igor Matanovic,30,1447,10,9.170056773349643,1,1.3836043197661638,50,17,0,0,F S,Freiburg,9,7.654503365978599,8.510274360887706,1.3203405179083347
8137,Maximilian Beier,31,2000,9,8.117921367287636,6,4.941583557985723,49,24,3,0,D F M S,Borussia Dortmund,9,8.117921367287636,15.506973894312978,4.707461094483733
13852,Rômulo,29,2232,9,15.60699687898159,4,3.606802409514785,62,25,3,0,F M S,RasenBallsport Leipzig,9,14.849220141768456,23.406320456415415,7.021602770313621
993,Serge Gnabry,21,1280,8,6.26451538130641,6,5.150685242377222,50,22,1,0,F M S,Bayern Munich,8,6.26451538130641,16.288242295384407,8.140462888404727
8407,Tim Lemperle,28,1961,8,9.35562895797193,2,2.5754604805260897,52,26,1,0,F M S,Hoffenheim,7,8.597852250561118,13.308704810217023,2.924194620922208
11866,Álex Grimaldo,28,2449,8,6.629417955875397,7,10.067484270781279,58,67,5,0,D,Bayer Leverkusen,5,4.356088012456894,18.794930323958397,13.324859824031591
12954,Can Uzun,20,1114,8,3.8673315476626158,4,2.6320750545710325,40,19,3,0,M S,Eintracht Frankfurt,7,3.1095548551529646,7.744644530117512,2.945917461067438
13062,Mohammed Amoura,29,1948,8,9.956500393338501,3,3.972602378576994,60,24,2,0,F M S,Wolfsburg,7,9.198723715730011,14.962777476757765,4.446937231346965
261,Julian Brandt,28,1580,7,5.1042488645762205,4,5.293923227116466,38,30,0,0,F M S,Borussia Dortmund,7,5.1042488645762205,13.223247854039073,5.310911491513252
4340,Grischa Prömel,32,1672,7,5.130105700343847,2,2.619504975154996,42,17,4,0,M S,Hoffenheim,7,5.130105700343847,10.6988823749125,3.4885037057101727
5266,Vincenzo Grifo,32,1706,7,5.46098705381155,4,5.387601099908352,30,39,0,0,M S,Freiburg,3,2.429960750043392,10.17651617899537,5.148983117192984
6449,Chris Führich,32,1650,7,4.134389091283083,6,7.418460991233587,43,46,2,0,F M S,VfB Stuttgart,7,4.134389091283083,17.225515753030777,9.580033205449581
8869,Ragnar Ache,29,1739,7,11.002535559237003,4,2.971193479374051,52,28,3,0,F S,FC Cologne,7,11.002535559237003,12.966331753879786,3.5218909652903676
9718,Jamie Leweling,31,2295,7,3.9822333846241236,9,6.001802138984203,46,40,4,0,D M S,VfB Stuttgart,7,3.9822333846241236,17.179681185632944,8.977972539141774
10048,Nicolas Jackson,22,987,7,8.05385542102158,1,2.0896335784345865,37,17,2,1,F M S,Bayern Munich,7,8.05385542102158,12.462424851953983,3.059927706606686
10732,Jakub Kaminski,33,2941,7,7.9250378459692,3,5.513584120199084,61,49,4,0,D F M,FC Cologne,7,7.9250378459692,18.36132249981165,9.42793507874012
